	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	USERID	TweetTime	TweetID	Tweet	(1) Very General	(2) General	(3) Specific	(4) Very specific	(5) Extremely Specific	NA	Majority	Score	Time	time_zone	weeks	hours	month	date
3665	5738	5738	5738	5738	5738	5874062	2016	705681785796038657	<USER> wait until your little ‘uns are older . It’s like Christmas , you go back to being a kid with them  😊 	0	3	1	1	1	0	2	3.0	Fri Mar 04 09:10:23 +0000 2016	London	Fri	9	Mar	4
3666	5739	5739	5739	5739	5739	5874062	2013	351726871622328321	<USER> well I 've used WP for 8 years , I 'll cope ;- ) 	0	3	1	1	1	0	2	3.0	Mon Jul 01 15:39:55 +0000 2013	London	Mon	17	Jul	1
3667	5742	5742	5742	5742	5742	5880532	2012	175421515561582593	<USER> thinks Anthony Davis' eyebrows are out of control #sesamestreet	0	1	4	1	0	0	3	3.0	Fri Mar 02 03:25:23 +0000 2012	Eastern Time (US & Canada)	Thu	22	Mar	1
3668	5743	5743	5743	5743	5743	5880532	2012	178499967915261953	<USER> I want you to come and say that to my face you worthless piece of trash . I will tear you apart limb from limb . #overreaction	0	1	4	0	1	0	3	3.1666666666666665	Sat Mar 10 15:18:03 +0000 2012	Eastern Time (US & Canada)	Sat	10	Mar	10
3669	5744	5744	5744	5744	5744	588721480	2016	774827861161062404	<USER> too long lol	3	2	1	0	0	0	1	1.6666666666666667	Sun Sep 11 04:32:12 +0000 2016	Atlantic Time (Canada)	Sun	1	Sep	11
3670	5745	5745	5745	5745	5745	588721480	2014	507615405914202112	<USER> thank The Lord it 's not Betty white #BW4P	1	1	3	1	0	0	3	2.6666666666666665	Thu Sep 04 19:45:18 +0000 2014	Atlantic Time (Canada)	Thu	16	Sep	4
3671	5746	5746	5746	5746	5746	58904749	2012	274162891127668737	Hail to the Chief of Trivia <URL>	1	2	2	1	0	0	2	2.5	Thu Nov 29 14:48:21 +0000 2012	Eastern Time (US & Canada)	Thu	10	Nov	29
3672	5747	5747	5747	5747	5747	58904749	2013	363269752912756738	Do n't Make a Fuss <URL>	1	3	2	0	0	0	2	2.1666666666666665	Fri Aug 02 12:07:12 +0000 2013	Eastern Time (US & Canada)	Fri	7	Aug	2
3673	5748	5748	5748	5748	5748	609072643	2017	818647228315238400	What do you think about #SandersTownHall <USER> #veryinformative	0	2	2	2	0	0	2	3.0	Tue Jan 10 02:34:43 +0000 2017	Alaska	Mon	18	Jan	9
3674	5749	5749	5749	5749	5749	609072643	2017	818647697150406657	Everyone should watch <URL>	3	1	2	0	0	0	1	1.8333333333333333	Tue Jan 10 02:36:35 +0000 2017	Alaska	Mon	18	Jan	9
3675	5750	5750	5750	5750	5750	60946144	2017	915629159359107073	<USER> What jeans u got ? 	3	2	1	0	0	0	1	1.6666666666666667	Wed Oct 04 17:26:17 +0000 2017	Quito	Wed	12	Oct	4
3676	5751	5751	5751	5751	5751	60946144	2017	921024580487208960	<USER> He told her the other day 'wait till I finishing talking I was speaking'  😳 	2	3	1	0	0	0	2	1.8333333333333333	Thu Oct 19 14:45:46 +0000 2017	Quito	Thu	10	Oct	19
3677	5752	5752	5752	5752	5752	610022729	2016	715706680982507520	I love when people use me . It 's my favorite thing ever . 	4	2	0	0	0	0	1	1.3333333333333333	Fri Apr 01 01:05:44 +0000 2016	Eastern Time (US & Canada)	Thu	20	Mar	31
3678	5753	5753	5753	5753	5753	610022729	2014	455384736878194688	Sometimes I wonder how my boyfriend puts up with me , but I am beyond grateful that he does , bc lately idk what I would go without him . 	1	4	1	0	0	0	2	2.0	Sun Apr 13 16:39:16 +0000 2014	Eastern Time (US & Canada)	Sun	12	Apr	13
3679	5754	5754	5754	5754	5754	610584547	2015	596411349632217088	BREAKING NEWS ! Politicians are ASSHOLES ! You heard it here first ! 	2	1	3	0	0	0	3	2.1666666666666665	Thu May 07 20:28:41 +0000 2015	Mountain Time (US & Canada)	Thu	15	May	7
3680	5755	5755	5755	5755	5755	610584547	2017	899706350103658497	What Eclipse ? Noticed nothing here at all . 	1	4	1	0	0	0	2	2.0	Mon Aug 21 18:54:44 +0000 2017	Mountain Time (US & Canada)	Mon	14	Aug	21
3681	5756	5756	5756	5756	5756	612836662	2013	397494754923253760	<USER> Sure girl ! What 's your channel name ? 	1	3	2	0	0	0	2	2.1666666666666665	Mon Nov 04 22:45:09 +0000 2013	Atlantic Time (Canada)	Mon	19	Nov	4
3682	5757	5757	5757	5757	5757	612836662	2013	367729854953046017	Getting this tattoo finished finally !  😁 	2	3	1	0	0	0	2	1.8333333333333333	Wed Aug 14 19:30:04 +0000 2013	Atlantic Time (Canada)	Wed	16	Aug	14
3683	5758	5758	5758	5758	5758	576289447	2017	893864002064977920	<USER> are either one of these it ? <URL>	3	1	3	0	0	0	1	2.0	Sat Aug 05 15:59:19 +0000 2017	Eastern Time (US & Canada)	Sat	11	Aug	5
3684	5759	5759	5759	5759	5759	576289447	2017	864670424646520832	gonna buy this new paramore record becuz well . . . i support the artists i love . . do n't u wanna get paid <USER> IM TALKIN' ROYALTIES	1	2	2	2	0	0	2	2.7142857142857144	Wed May 17 02:34:28 +0000 2017	Eastern Time (US & Canada)	Tue	22	May	16
3685	5760	5760	5760	5760	5760	576651340	2014	424729603538554880	<USER> What 's the point of ANY unboxing ? ! #Exactly	4	3	0	0	0	0	1	1.4285714285714286	Sun Jan 19 02:26:43 +0000 2014	Atlantic Time (Canada)	Sat	22	Jan	18
3686	5761	5761	5761	5761	5761	576651340	2014	536695082901315585	No one complains about half of Goldust 's face being painted black , but <USER> got crapped on in the 80s ? #SurvivorSeries #fatal4way	0	1	1	2	3	0	5	4.0	Mon Nov 24 01:37:33 +0000 2014	Atlantic Time (Canada)	Sun	22	Nov	23
3687	5762	5762	5762	5762	5762	576782174	2012	264389460626644992	Where career and calling collide : as a journalist , especially a missionary journalist , your story never ends #inspired #lovingit #ncmc12	0	2	3	2	0	0	3	3.0	Fri Nov 02 15:32:14 +0000 2012	Eastern Time (US & Canada)	Fri	11	Nov	2
3688	5763	5763	5763	5763	5763	576782174	2013	290626263020883968	I just got so excited when the Golden Globes came on I almost cried . I'm already laughing so hard #GoldenGlobes #somenightsatthearrow	0	2	4	1	0	0	3	2.8571428571428568	Mon Jan 14 01:07:55 +0000 2013	Eastern Time (US & Canada)	Sun	20	Jan	13
3689	5766	5766	5766	5766	5766	57746727	2013	405545320886837249	Wow ! I just won this for free , Sony MP3 Player <URL> #listia	1	0	4	0	2	0	3	3.2857142857142856	Wed Nov 27 03:55:13 +0000 2013	Quito	Tue	23	Nov	26
3690	5767	5767	5767	5767	5767	57746727	2014	490315031800983552	use my code baplovergirl @ #apptrailors	1	3	1	0	2	0	2	2.8571428571428568	Sat Jul 19 01:59:47 +0000 2014	Quito	Fri	21	Jul	18
3691	5770	5770	5770	5770	5770	54686942	2016	786639218558787584	This thread . So much truth . <URL>	4	1	1	0	0	0	1	1.5	Thu Oct 13 18:46:19 +0000 2016	Pacific Time (US & Canada)	Thu	12	Oct	13
3692	5771	5771	5771	5771	5771	54686942	2017	853314910805123074	So glad I was organized last year when I put away Easter stuff . #lessworkthisyear #eastereggs… <URL>	0	2	2	1	1	0	2	3.1666666666666665	Sat Apr 15 18:31:43 +0000 2017	Pacific Time (US & Canada)	Sat	12	Apr	15
3693	5774	5774	5774	5774	5774	546973182	2017	903323457588514817	<USER> Love , we use Student Ambassadors , too and it has been awesome ! 	0	2	4	0	0	0	3	2.6666666666666665	Thu Aug 31 18:27:49 +0000 2017	Central Time (US & Canada)	Thu	13	Aug	31
3694	5775	5775	5775	5775	5775	546973182	2015	643592080837746692	Morning message from Monday tutorial #getconnected #littlecyclonepride <URL>	1	3	1	1	0	0	2	2.333333333333333	Tue Sep 15 01:08:04 +0000 2015	Central Time (US & Canada)	Mon	20	Sep	14
3695	5776	5776	5776	5776	5776	54701103	2013	324680504274214914	Wife 's having surgery tomorrow , nervous for her but excited for end result #babymakin	0	3	3	0	0	0	2	2.5	Thu Apr 18 00:27:19 +0000 2013	Quito	Wed	19	Apr	17
3696	5777	5777	5777	5777	5777	54701103	2013	294564906932527104	<USER> ok last part was funny : ) but all kidding aside , scariest moment to datr	2	4	0	0	0	0	2	1.6666666666666667	Thu Jan 24 21:58:41 +0000 2013	Quito	Thu	17	Jan	24
3697	5778	5778	5778	5778	5778	537493775	2013	402560271756959744	<USER> Shibamobiles can be replaced , but you guys cant be ! ! ! Glad things have calmed down there ! ! . 	0	2	3	0	2	0	3	3.2857142857142856	Mon Nov 18 22:13:42 +0000 2013	Mid-Atlantic	Mon	18	Nov	18
3698	5779	5779	5779	5779	5779	537493775	2017	834274776298508288	<USER> God bless you and your precious little Haley Joy . 	0	2	4	1	0	0	3	2.8571428571428568	Wed Feb 22 05:33:01 +0000 2017	Mid-Atlantic	Wed	2	Feb	22
3699	5780	5780	5780	5780	5780	53757127	2014	506232889609322496	I love chewing ice  😋 	0	6	0	1	0	0	2	2.2857142857142856	Mon Sep 01 00:11:40 +0000 2014	Central Time (US & Canada)	Sun	19	Aug	31
3700	5781	5781	5781	5781	5781	53757127	2014	484144835796815873	When I get 6 months ima place myself on bed rest  😂😂 	0	7	0	0	0	0	2	2.0	Wed Jul 02 01:21:38 +0000 2014	Central Time (US & Canada)	Tue	20	Jul	1
3701	5782	5782	5782	5782	5782	53766256	2017	904856394901454849	<USER> <USER> Why , because I got no problem with this ? Grow up okay , Wrestlers always make sacrifices like this . … <URL>	0	3	3	1	0	0	2	2.7142857142857144	Mon Sep 04 23:59:10 +0000 2017	Eastern Time (US & Canada)	Mon	19	Sep	4
3702	5783	5783	5783	5783	5783	53766256	2017	930995398285692928	lmao Heidi got fat . #SouthPark	1	2	3	0	1	0	3	2.7142857142857144	Thu Nov 16 03:06:14 +0000 2017	Eastern Time (US & Canada)	Wed	22	Nov	15
3703	5784	5784	5784	5784	5784	537759546	2016	747587470489976832	<USER> <USER> <USER> <USER> <USER> <USER> I'm in Philly . . .  😞 	1	2	4	0	0	0	3	2.4285714285714284	Tue Jun 28 00:28:37 +0000 2016	Atlantic Time (Canada)	Mon	20	Jun	27
3704	5785	5785	5785	5785	5785	537759546	2016	761961901215649792	Hoping there is no #Caddyshack moment in the #Olympics2016 pool ! #BabyRuth #DOODIE	0	1	4	2	0	0	3	3.1428571428571432	Sat Aug 06 16:27:28 +0000 2016	Atlantic Time (Canada)	Sat	12	Aug	6
3705	5786	5786	5786	5786	5786	538447202	2012	206252629075042304	#Twitition Get botdfmusic and jayyvonmonroe on The Ellen Show ! <URL>	0	1	3	3	0	0	3	3.2857142857142856	Sat May 26 05:17:13 +0000 2012	Eastern Time (US & Canada)	Sat	0	May	26
3706	5787	5787	5787	5787	5787	538447202	2013	318484489514934273	Happy Easter lovelies ! ! 	1	5	1	0	0	0	2	2.0	Sun Mar 31 22:06:34 +0000 2013	Eastern Time (US & Canada)	Sun	17	Mar	31
3707	5794	5794	5794	5794	5794	573899851	2014	543180579580018688	<USER> <USER> oh i like cinnamon rolls lol . ready for the weekend , if the wind would just die down a bit here in Oregon	0	3	3	1	0	0	2	2.7142857142857144	Thu Dec 11 23:08:36 +0000 2014	Pacific Time (US & Canada)	Thu	15	Dec	11
3708	5795	5795	5795	5795	5795	573899851	2016	794919870148341761	Enjoy #ChickenParm made with <USER> Encrusted Parmesan & Herb Breaded Chicken #PerdueCrew #promotion -… <URL>	0	0	3	2	2	0	3	3.8571428571428568	Sat Nov 05 15:10:40 +0000 2016	Pacific Time (US & Canada)	Sat	8	Nov	5
3709	5796	5796	5796	5796	5796	574090577	2014	513266257336872961	<USER> absolutely amazing night at <USER> ! Had so much fun getting down and dirty to your set <URL>	0	4	2	1	0	0	2	2.571428571428572	Sat Sep 20 09:59:46 +0000 2014	Mountain Time (US & Canada)	Sat	5	Sep	20
3710	5797	5797	5797	5797	5797	574090577	2015	607679622549929985	iHeartRaves and EmazingLights EDC Las Vegas VIP Ticket Giveaway <URL>	1	0	2	3	1	0	4	3.4285714285714284	Sun Jun 07 22:44:46 +0000 2015	Mountain Time (US & Canada)	Sun	18	Jun	7
3711	5798	5798	5798	5798	5798	593351283	2017	843889616533032960	Basil make any soup god level	0	3	2	2	0	0	2	2.8571428571428568	Mon Mar 20 18:18:57 +0000 2017	Atlantic Time (Canada)	Mon	14	Mar	20
3712	5799	5799	5799	5799	5799	593351283	2017	927689935343243264	Did some reflection today on the hardships Ive been thru in life and I’m thankful because without those , I cant be the nigga Im gonna be	0	3	3	1	0	0	2	2.7142857142857144	Tue Nov 07 00:11:30 +0000 2017	Atlantic Time (Canada)	Mon	20	Nov	6
3713	5800	5800	5800	5800	5800	594072658	2017	929459930247172096	 😒😞  I wish I could say this is not true <URL>	3	3	1	0	0	0	1	1.7142857142857142	Sat Nov 11 21:24:50 +0000 2017	Eastern Time (US & Canada)	Sat	16	Nov	11
3714	5801	5801	5801	5801	5801	594072658	2017	884961867139100672	No one in the world ever gets what they want , and that is beautiful Everybody dies frustrated and sad , and that is beautiful	1	4	1	1	0	0	2	2.2857142857142856	Wed Jul 12 02:25:25 +0000 2017	Eastern Time (US & Canada)	Tue	21	Jul	11
3715	5804	5804	5804	5804	5804	594613802	2015	662804397273944064	After a month , I finally got my shirt ! #cloud9 #LeagueOfLegends <URL>	0	3	4	0	0	0	3	2.571428571428572	Sat Nov 07 01:30:57 +0000 2015	Atlantic Time (Canada)	Fri	22	Nov	6
3716	5805	5805	5805	5805	5805	594613802	2016	696092301676777472	#IMTWIN Pobelter > Huhi and Reignover Xmithie puns <USER> <USER>	2	2	2	0	0	1	1	2.0	Sat Feb 06 22:05:12 +0000 2016	Atlantic Time (Canada)	Sat	18	Feb	6
3717	5806	5806	5806	5806	5806	594913523	2017	861714447357935616	<USER> Wait what ? ! What did I do ? ! 	2	4	1	0	0	0	2	1.8571428571428568	Mon May 08 22:48:28 +0000 2017	Central Time (US & Canada)	Mon	18	May	8
3718	5807	5807	5807	5807	5807	594913523	2017	872859284220063744	<USER> Ah , such flattery . Finally , someone who recognizes it . *smirks , hair flip*	2	3	1	1	0	0	2	2.142857142857143	Thu Jun 08 16:54:04 +0000 2017	Central Time (US & Canada)	Thu	12	Jun	8
3719	5808	5808	5808	5808	5808	570346602	2016	770349079423389696	You do n't want to miss this . Enter today to #WinYourHeightInBooks from <USER> ! Ends 9/16/2016 . #sweepsentry <URL>	0	1	5	1	0	0	3	3.0	Mon Aug 29 19:55:07 +0000 2016	Pacific Time (US & Canada)	Mon	13	Aug	29
3720	5809	5809	5809	5809	5809	570346602	2013	297881472776421376	Congrats to the cast of the <USER> . <USER> , <USER> and <USER> #BloodSisters #VAMovie	0	2	4	1	0	0	3	2.8571428571428568	Sun Feb 03 01:37:32 +0000 2013	Pacific Time (US & Canada)	Sat	18	Feb	2
3721	5810	5810	5810	5810	5810	571209542	2015	673558411867385856	<USER> <USER> <USER> Mort said it on ESPN during the week . 	0	2	5	0	0	0	3	2.7142857142857144	Sun Dec 06 17:43:34 +0000 2015	Atlantic Time (Canada)	Sun	14	Dec	6
3722	5811	5811	5811	5811	5811	571209542	2017	880154460676395010	<USER> I think they 're just showing off now lol	2	4	1	0	0	0	2	1.8571428571428568	Wed Jun 28 20:02:30 +0000 2017	Atlantic Time (Canada)	Wed	16	Jun	28
3723	5814	5814	5814	5814	5814	573109188	2013	355702691273510913	Is it lunchtime yet ? ! 	2	3	2	0	0	0	2	2.0	Fri Jul 12 14:58:24 +0000 2013	Atlantic Time (Canada)	Fri	11	Jul	12
3724	5815	5815	5815	5815	5815	573109188	2013	343483893921484801	What a beautiful day ! 	3	3	1	0	0	0	1	1.7142857142857142	Sat Jun 08 21:45:16 +0000 2013	Atlantic Time (Canada)	Sat	18	Jun	8
3725	5816	5816	5816	5816	5816	573135509	2017	864688530576068608	Was so happy to meet <USER> before her show and <USER> was amazing they deserve more recognition for sure : ) 	0	1	5	1	0	0	3	3.0	Wed May 17 03:46:25 +0000 2017	Eastern Time (US & Canada)	Tue	23	May	16
3726	5817	5817	5817	5817	5817	573135509	2013	373720528256647168	Today stats : 4 followers , One unfollower and followed 3 people via <URL>	0	4	3	0	0	0	2	2.4285714285714284	Sat Aug 31 08:14:52 +0000 2013	Eastern Time (US & Canada)	Sat	3	Aug	31
3727	5818	5818	5818	5818	5818	58219308	2014	491555374634647552	Whenever I'm stressed it feels good to have someone telling me everything will be alright . When I'm weak , she 's . . . <URL>	0	5	2	0	0	0	2	2.2857142857142856	Tue Jul 22 12:08:28 +0000 2014	Central Time (US & Canada)	Tue	7	Jul	22
3728	5819	5819	5819	5819	5819	58219308	2014	464837896542097409	Thanks to everyone that prayed and wished me luck . Got an 86 on my math final . 1 week til graduation . Woo hoo — feeling words ca n't describe	0	1	5	0	1	0	3	3.1428571428571432	Fri May 09 18:42:45 +0000 2014	Central Time (US & Canada)	Fri	14	May	9
3729	5822	5822	5822	5822	5822	582324504	2014	522931923245862913	<USER> IM SO UPSET	6	1	0	0	0	0	1	1.1428571428571428	Fri Oct 17 02:07:40 +0000 2014	Eastern Time (US & Canada)	Thu	21	Oct	16
3730	5823	5823	5823	5823	5823	582324504	2015	639621889732837376	just me and my sis <USER> hangin out ! love that girl ! ! <URL>	1	5	1	0	0	0	2	2.0	Fri Sep 04 02:11:56 +0000 2015	Eastern Time (US & Canada)	Thu	21	Sep	3
3731	5824	5824	5824	5824	5824	58305233	2011	135483492216737793	You say you 're my best friend ? Act like it . 	3	3	1	0	0	0	1	1.7142857142857142	Sat Nov 12 22:25:56 +0000 2011	Pacific Time (US & Canada)	Sat	14	Nov	12
3732	5825	5825	5825	5825	5825	58305233	2017	936022508352036868	In 20 days . . . I'm seeing . . . <USER> . . . . live . . . in Vegas . . . brb gonna have a heart attack while 6 year old me sc… <URL>	0	1	5	1	0	0	3	3.0	Thu Nov 30 00:02:11 +0000 2017	Pacific Time (US & Canada)	Wed	16	Nov	29
3733	5826	5826	5826	5826	5826	583075078	2012	639630793053204480	I posted a new photo to Facebook <URL>	3	2	2	0	0	0	1	1.8571428571428568	Fri Sep 04 02:47:19 +0000 2015	Pacific Time (US & Canada)	Thu	20	Sep	3
3734	5827	5827	5827	5827	5827	583075078	2015	647372569872433152	What a great combo . Then again it 's Dolly and Jewel ! <3 it #Jewel Duet With #DollyParton , ‘My Father’s Daughter’ <URL>	0	1	4	2	0	0	3	3.1428571428571432	Fri Sep 25 11:30:22 +0000 2015	Pacific Time (US & Canada)	Fri	5	Sep	25
3735	5828	5828	5828	5828	5828	527922020	2015	673127123796762624	First college track meet ! ! ! !  🏃 	0	3	3	0	0	0	2	2.5	Sat Dec 05 13:09:47 +0000 2015	Eastern Time (US & Canada)	Sat	8	Dec	5
3736	5829	5829	5829	5829	5829	527922020	2013	413113164587610112	<USER> <USER> I can watch it just fine while tweeting #AnotherReasonWhyIAmAwesome	0	4	2	0	0	0	2	2.333333333333333	Wed Dec 18 01:07:08 +0000 2013	Eastern Time (US & Canada)	Tue	20	Dec	17
3737	5830	5830	5830	5830	5830	528689829	2016	807915544464818176	I'm so anxious to return to America . I ca n't wait to see my family ! 	0	1	2	3	0	0	4	3.333333333333333	Sun Dec 11 11:50:50 +0000 2016	Pacific Time (US & Canada)	Sun	4	Dec	11
3738	5831	5831	5831	5831	5831	528689829	2017	917117873125859328	I’m a sleepy potato . 	1	1	3	1	0	0	3	2.6666666666666665	Sun Oct 08 20:01:54 +0000 2017	Pacific Time (US & Canada)	Sun	13	Oct	8
3739	5832	5832	5832	5832	5832	52928272	2017	840972377995522048	<USER> <USER> <USER> please <USER> make this happen ! ! ! ! 	4	2	0	0	0	0	1	1.3333333333333333	Sun Mar 12 17:06:54 +0000 2017	Pacific Time (US & Canada)	Sun	10	Mar	12
3740	5833	5833	5833	5833	5833	52928272	2016	765443469259132928	<USER> and the sweat . . . . . Nothing makes a hot guy ugly like a sweaty , moaney , over acted make out session	0	2	4	0	0	0	3	2.6666666666666665	Tue Aug 16 07:01:58 +0000 2016	Pacific Time (US & Canada)	Tue	0	Aug	16
3741	5836	5836	5836	5836	5836	529434639	2012	261566702247108610	And suddenly she puts on kpop in the car	0	2	4	0	0	0	3	2.6666666666666665	Thu Oct 25 20:35:36 +0000 2012	Atlantic Time (Canada)	Thu	17	Oct	25
3742	5837	5837	5837	5837	5837	529434639	2012	232299591180115968	<USER> oh what color are you painting them ? ? ? ? 	0	4	2	0	0	0	2	2.333333333333333	Mon Aug 06 02:18:33 +0000 2012	Atlantic Time (Canada)	Sun	22	Aug	5
3743	5838	5838	5838	5838	5838	556435591	2014	482313444243542016	Just sitting hear seeing everyone 's reaction to #5SOSTHEALBUM can I move to Australia for the day ? 	0	1	3	3	0	0	3	3.2857142857142856	Fri Jun 27 00:04:20 +0000 2014	Atlantic Time (Canada)	Thu	20	Jun	26
3744	5839	5839	5839	5839	5839	556435591	2014	426111599058120704	There 's no way im passing my sight reading section of the midterm tomorrow i cant sing higher than mi - . -	0	3	4	0	0	0	3	2.571428571428572	Wed Jan 22 21:58:16 +0000 2014	Atlantic Time (Canada)	Wed	18	Jan	22
3745	5840	5840	5840	5840	5840	556493883	2014	541052454679629824	<USER> frick off mate there is n't a turkey emoji I was improvising . Stop f***ing treading on me  🐍 	1	2	4	0	0	0	3	2.4285714285714284	Sat Dec 06 02:12:12 +0000 2014	Central Time (US & Canada)	Fri	20	Dec	5
3746	5841	5841	5841	5841	5841	556493883	2012	226379709561315328	<USER> orrrr this . This chick needs a web redemption on tosh . <URL>	2	2	2	1	0	0	1	2.2857142857142856	Fri Jul 20 18:15:03 +0000 2012	Central Time (US & Canada)	Fri	13	Jul	20
3747	5842	5842	5842	5842	5842	556548129	2013	287800687063093248	im crying bc of that movie who wants to come over	4	1	2	0	0	0	1	1.7142857142857142	Sun Jan 06 06:00:05 +0000 2013	Atlantic Time (Canada)	Sun	2	Jan	6
3748	5843	5843	5843	5843	5843	556548129	2013	392037988856647681	y is my first tweet 'I  ❤  nipples'	1	4	1	1	0	0	2	2.2857142857142856	Sun Oct 20 21:21:54 +0000 2013	Atlantic Time (Canada)	Sun	17	Oct	20
3749	5844	5844	5844	5844	5844	556584210	2017	909422306593853440	My Cake Cuttle Fish : ) #taptapfish Download : <URL> <URL>	0	1	3	1	1	1	3	3.333333333333333	Sun Sep 17 14:22:28 +0000 2017	Atlantic Time (Canada)	Sun	10	Sep	17
3750	5845	5845	5845	5845	5845	556584210	2014	484601151858692098	If you love something , let it go . If it loves you , it 'll come back . 	4	0	2	0	1	0	1	2.142857142857143	Thu Jul 03 07:34:52 +0000 2014	Atlantic Time (Canada)	Thu	4	Jul	3
3751	5846	5846	5846	5846	5846	557374785	2017	901682387419099136	<USER> Half and half . I gave it a 5 out of 10	2	2	2	0	1	0	1	2.4285714285714284	Sun Aug 27 05:46:48 +0000 2017	Eastern Time (US & Canada)	Sun	1	Aug	27
3752	5847	5847	5847	5847	5847	557374785	2017	917125353180663813	3 . The BS Rule is in effect During the PPV , if it does a BS Moment ( Up to two , meaning bad ) It will LOSE a point ! 	0	3	1	1	2	0	2	3.2857142857142856	Sun Oct 08 20:31:38 +0000 2017	Eastern Time (US & Canada)	Sun	16	Oct	8
3753	5854	5854	5854	5854	5854	554813424	2017	919394650368217089	Why is this so true <URL>	5	2	0	0	0	0	1	1.2857142857142858	Sun Oct 15 02:49:00 +0000 2017	Arizona	Sat	20	Oct	14
3754	5855	5855	5855	5855	5855	554813424	2017	928466299478560768	It’s so pathetic that this is something that has to be done <URL>	3	3	1	0	0	0	1	1.7142857142857142	Thu Nov 09 03:36:30 +0000 2017	Arizona	Wed	21	Nov	8
3755	5858	5858	5858	5858	5858	555518833	2017	872178226143129602	I ca n't stand most gospel music idc idc	1	1	4	0	1	0	3	2.8571428571428568	Tue Jun 06 19:47:48 +0000 2017	Atlantic Time (Canada)	Tue	16	Jun	6
3756	5859	5859	5859	5859	5859	555518833	2017	880107568642887680	You 'll be so much happier if you just live for yourself . That 's what 'hoes' are doing . 	1	3	2	1	0	0	2	2.4285714285714284	Wed Jun 28 16:56:10 +0000 2017	Atlantic Time (Canada)	Wed	13	Jun	28
3757	5860	5860	5860	5860	5860	555701224	2013	377955198989508608	It gets uh , interesting	6	0	1	0	0	0	1	1.2857142857142858	Thu Sep 12 00:41:56 +0000 2013	Eastern Time (US & Canada)	Wed	20	Sep	11
3758	5861	5861	5861	5861	5861	555701224	2017	918936099400990720	If you struggle with this , say it with me : I Love myself , I respect myself , I value myself , I… <URL>	3	2	2	0	0	0	1	1.8571428571428568	Fri Oct 13 20:26:53 +0000 2017	Eastern Time (US & Canada)	Fri	15	Oct	13
3759	5862	5862	5862	5862	5862	55608667	2013	397671708947410944	<USER> if they want you to be . An angel they gotta make you a heaven first . . lol	2	4	1	0	0	0	2	1.8571428571428568	Tue Nov 05 10:28:18 +0000 2013	Quito	Tue	5	Nov	5
3760	5863	5863	5863	5863	5863	55608667	2013	378816474473041920	#Add1ExtraLetterToATVShow 'Big Bangs Theory' a show about 80 's hair . 	0	1	5	1	0	0	3	3.0	Sat Sep 14 09:44:20 +0000 2013	Quito	Sat	5	Sep	14
3761	5866	5866	5866	5866	5866	55640943	2016	803804379841228800	And all the good songs from the Tarzan soundtrack  😎 	0	1	4	1	1	0	3	3.2857142857142856	Wed Nov 30 03:34:32 +0000 2016	Central Time (US & Canada)	Tue	22	Nov	29
3762	5867	5867	5867	5867	5867	55640943	2016	754028718520139776	Wish I had the Gossip Girl sound track playing in the background of my life	0	1	4	0	1	1	3	3.1666666666666665	Fri Jul 15 19:03:50 +0000 2016	Central Time (US & Canada)	Fri	14	Jul	15
3763	5870	5870	5870	5870	5870	518043546	2014	478635683842490368	<USER> for sure ! Your clothes are gorgeous . : ) 	1	4	1	1	0	0	2	2.2857142857142856	Mon Jun 16 20:30:14 +0000 2014	Eastern Time (US & Canada)	Mon	16	Jun	16
3764	5871	5871	5871	5871	5871	518043546	2016	707400431060652033	There 's nothing better than crawling into bed after a hot shower . . so ready to feel better ! 	3	2	1	1	0	0	1	2.0	Wed Mar 09 02:59:40 +0000 2016	Eastern Time (US & Canada)	Tue	22	Mar	8
3765	5872	5872	5872	5872	5872	518051100	2013	335973362281111552	<USER> Ancient Aliens is my fave show . Sooo good . 	0	2	5	0	0	0	3	2.7142857142857144	Sun May 19 04:21:06 +0000 2013	Atlantic Time (Canada)	Sun	0	May	19
3766	5873	5873	5873	5873	5873	518051100	2013	311331368925814786	New bang bombs dropping ! I am your new ruler ! 	1	5	1	0	0	0	2	2.0	Tue Mar 12 04:22:37 +0000 2013	Atlantic Time (Canada)	Tue	0	Mar	12
3767	5874	5874	5874	5874	5874	518088470	2013	412060890666909696	'With me being wherever I'm at , Worried bout where you are We 're takin this a little too far'	1	4	2	0	0	0	2	2.142857142857143	Sun Dec 15 03:25:46 +0000 2013	Atlantic Time (Canada)	Sat	23	Dec	14
3768	5875	5875	5875	5875	5875	518088470	2012	279029145575497729	In a few minutes I should be getting in trouble • my mother can be so annoying • such a drag  👎👎😑👎👎  #parents #life #drag #blah #eh #me	0	4	2	1	0	0	2	2.571428571428572	Thu Dec 13 01:05:07 +0000 2012	Atlantic Time (Canada)	Wed	21	Dec	12
3769	5876	5876	5876	5876	5876	51878780	2011	93850577821372416	<USER> you can search phone numbers too if their names dont bring them up . people will start to find you too	2	2	2	1	0	0	1	2.2857142857142856	Thu Jul 21 01:11:36 +0000 2011	Eastern Time (US & Canada)	Wed	20	Jul	20
3770	5877	5877	5877	5877	5877	51878780	2012	196098022646624257	Does anyone happen to know many stamps go on a manila envelope with like 10 papers in it . . . ? 	1	2	2	1	1	0	2	2.8571428571428568	Sat Apr 28 04:46:26 +0000 2012	Eastern Time (US & Canada)	Sat	0	Apr	28
